name,start,end,speaker,text,amplitude,val,act,dom,disc_emo,emo_class,substantivos,topic,loud_voice
audio10.wav,76.248,85.012,SPEAKER_00,"No cheers, no boos or other interruptions so we, and more importantly you, can focus on what the candidates have to say.",0.6368127,0.01,0.38,0.49,"[{'Emotion': 'anger', 'Score': '8.0%'}, {'Emotion': 'disgust', 'Score': '20.8%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '70.0%'}, {'Emotion': 'sadness', 'Score': '1.1%'}]",anger,"['cheers', 'boos', 'interruptions', 'importantly', 'candidates']",importantly,True
audio11.wav,85.012,93.495,SPEAKER_00,"No noise except right now as we welcome the Republican nominee, President Trump, and the Democratic nominee, Vice President Biden.",0.54318774,0.09,0.4,0.53,"[{'Emotion': 'anger', 'Score': '98.0%'}, {'Emotion': 'disgust', 'Score': '0.1%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '1.5%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",anger,"['noise', 'republican', 'nominee', 'president', 'trump', 'democratic', 'nominee', 'vice', 'president', 'biden']",vice,False
audio12.wav,115.925,120.72,SPEAKER_00," Gentlemen, a lot of people have been waiting for this night, so let's get going.",0.74444413,0.39,0.39,0.47,"[{'Emotion': 'anger', 'Score': '5.0%'}, {'Emotion': 'disgust', 'Score': '24.4%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '69.7%'}, {'Emotion': 'sadness', 'Score': '0.6%'}]",happiness,"['gentlemen', 'lot', 'people', 'night', 's']",gentlemen,True
audio13.wav,120.72,122.987,SPEAKER_00,Our first subject is the Supreme Court.,0.5599021,0.46,0.11,0.26,"[{'Emotion': 'anger', 'Score': '0.9%'}, {'Emotion': 'disgust', 'Score': '75.7%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '21.1%'}, {'Emotion': 'sadness', 'Score': '2.1%'}]",disgust,"['first', 'subject', 'supreme', 'court']",first,True
audio14.wav,123.902,132.744,SPEAKER_00," President Trump, you nominated Amy Coney Barrett over the weekend to succeed the late Ruth Bader Ginsburg on the court.",0.6419957,0.37,0.15,0.33,"[{'Emotion': 'anger', 'Score': '2.2%'}, {'Emotion': 'disgust', 'Score': '53.0%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '43.5%'}, {'Emotion': 'sadness', 'Score': '1.1%'}]",disgust,"['amy', 'coney', 'barrett', 'weekend', 'late', 'ruth', 'bader', 'ginsburg', 'court']",weekend,True
audio15.wav,132.744,140.386,SPEAKER_00,You say the Constitution is clear about your obligation and the Senate's to consider a nominee to the court.,0.6063317,0.08,0.19,0.41,"[{'Emotion': 'anger', 'Score': '94.5%'}, {'Emotion': 'disgust', 'Score': '0.2%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '4.6%'}, {'Emotion': 'sadness', 'Score': '0.5%'}]",anger,"['constitution', 'obligation', 'senate', 'nominee', 'court']",court,True
audio16.wav,140.386,148.228,SPEAKER_00,"Vice President Biden, you say that this is an effort by the president and Republicans to jam through on an appointment and what you call",0.67664194,0.07,0.25,0.38,"[{'Emotion': 'anger', 'Score': '36.1%'}, {'Emotion': 'disgust', 'Score': '4.3%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '58.8%'}, {'Emotion': 'sadness', 'Score': '0.7%'}]",happiness,"['effort', 'president', 'republicans', 'appointment']",effort,True
audio17.wav,149.068,149.929,SPEAKER_00, an abuse of power.,0.4862762,-0.66,0.41,0.51,"[{'Emotion': 'anger', 'Score': '98.4%'}, {'Emotion': 'disgust', 'Score': '0.0%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '0.9%'}, {'Emotion': 'sadness', 'Score': '0.4%'}]",anger,"['abuse', 'power']",abuse,False
audio18.wav,149.929,157.117,SPEAKER_00,"My first question to both of you tonight, why are you right in the argument you make and your opponent wrong?",0.5325614,-0.02,0.35,0.44,"[{'Emotion': 'anger', 'Score': '51.1%'}, {'Emotion': 'disgust', 'Score': '1.1%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '47.4%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",anger,"['first', 'question', 'argument', 'opponent']",question,False
audio19.wav,157.117,162.803,SPEAKER_00,And where do you think a Justice Barrett would take the court?,0.48483518,-0.28,0.15,0.35,"[{'Emotion': 'anger', 'Score': '5.9%'}, {'Emotion': 'disgust', 'Score': '36.9%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '55.9%'}, {'Emotion': 'sadness', 'Score': '1.0%'}]",happiness,"['justice', 'barrett', 'court']",court,False
audio20.wav,162.803,165.627,SPEAKER_00,"President Trump, in this first segment, you go first, two minutes.",0.46072456,0.27,0.37,0.46,"[{'Emotion': 'anger', 'Score': '98.2%'}, {'Emotion': 'disgust', 'Score': '0.1%'}, {'Emotion': 'fear', 'Score': '0.4%'}, {'Emotion': 'happiness', 'Score': '0.8%'}, {'Emotion': 'sadness', 'Score': '0.6%'}]",anger,"['president', 'trump', 'first', 'segment']",first,False
audio21.wav,165.987,167.188,SPEAKER_01," Thank you very much, Chris.",0.07640749,0.44,-0.36,-0.16,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '0.9%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '0.0%'}, {'Emotion': 'sadness', 'Score': '98.9%'}]",sadness,[],[],False
audio22.wav,167.188,170.11,SPEAKER_01,"I will tell you very simply, we won the election.",0.5171909,0.17,-0.08,0.13,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '2.0%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '0.0%'}, {'Emotion': 'sadness', 'Score': '97.7%'}]",sadness,['election'],election,False
audio23.wav,170.11,172.231,SPEAKER_01,Elections have consequences.,0.42277488,-0.29,-0.16,0.05,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '8.5%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '0.1%'}, {'Emotion': 'sadness', 'Score': '91.2%'}]",sadness,"['elections', 'consequences']",elections,False
audio24.wav,172.231,173.232,SPEAKER_01,We have the Senate.,0.40085787,-0.07,-0.19,-0.04,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '18.4%'}, {'Emotion': 'fear', 'Score': '1.3%'}, {'Emotion': 'happiness', 'Score': '0.1%'}, {'Emotion': 'sadness', 'Score': '80.1%'}]",sadness,['senate'],senate,False
audio25.wav,173.232,174.873,SPEAKER_01,We have the White House.,0.46318075,-0.14,-0.28,-0.13,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '89.4%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '0.4%'}, {'Emotion': 'sadness', 'Score': '10.0%'}]",disgust,"['white', 'house']",white,False
audio26.wav,174.873,184.9,SPEAKER_01,"And we have a phenomenal nominee, respected by all, top, top academic, good in every way, good in every way.",0.79234,0.37,-0.08,0.08,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '89.2%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '0.3%'}, {'Emotion': 'sadness', 'Score': '10.4%'}]",disgust,"['phenomenal', 'nominee', 'every', 'way', 'every', 'way']",phenomenal,True
audio27.wav,184.9,191.525,SPEAKER_01,"In fact, some of her biggest endorsers are very liberal people from Notre Dame and other places.",0.5524021,0.28,-0.15,0.05,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '4.3%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '0.0%'}, {'Emotion': 'sadness', 'Score': '95.5%'}]",sadness,"['fact', 'biggest', 'endorsers', 'liberal', 'people', 'notre', 'dame', 'places']",liberal,False
audio28.wav,191.525,193.246,SPEAKER_01,So I think she's going to be fantastic.,0.40608877,0.99,0.14,0.34,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '84.4%'}, {'Emotion': 'fear', 'Score': '0.7%'}, {'Emotion': 'happiness', 'Score': '10.6%'}, {'Emotion': 'sadness', 'Score': '4.2%'}]",disgust,[],[],False
audio29.wav,193.246,194.187,SPEAKER_01,We have plenty of time.,0.44638857,0.29,-0.14,0.09,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '80.8%'}, {'Emotion': 'fear', 'Score': '2.1%'}, {'Emotion': 'happiness', 'Score': '2.5%'}, {'Emotion': 'sadness', 'Score': '14.5%'}]",disgust,"['plenty', 'time']",time,False
audio30.wav,195.087,197.349,SPEAKER_01, even if we did it after the election itself.,0.479358,-0.08,-0.09,0.03,"[{'Emotion': 'anger', 'Score': '0.3%'}, {'Emotion': 'disgust', 'Score': '67.9%'}, {'Emotion': 'fear', 'Score': '1.9%'}, {'Emotion': 'happiness', 'Score': '25.1%'}, {'Emotion': 'sadness', 'Score': '4.9%'}]",disgust,['election'],election,False
audio31.wav,197.349,200.111,SPEAKER_01,"I have a lot of time after the election, as you know.",0.39418826,0.04,-0.19,-0.01,"[{'Emotion': 'anger', 'Score': '0.2%'}, {'Emotion': 'disgust', 'Score': '4.0%'}, {'Emotion': 'fear', 'Score': '2.6%'}, {'Emotion': 'happiness', 'Score': '0.1%'}, {'Emotion': 'sadness', 'Score': '93.2%'}]",sadness,"['lot', 'time', 'election']",time,False
audio32.wav,200.111,202.574,SPEAKER_01,So I think that she will be outstanding.,0.5500702,0.33,-0.1,0.04,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '91.9%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '7.0%'}, {'Emotion': 'sadness', 'Score': '0.8%'}]",disgust,[],[],False
audio33.wav,202.574,207.318,SPEAKER_01,She's going to be as good as anybody that has served on that court.,0.62838215,0.24,-0.2,0.02,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '58.3%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '0.2%'}, {'Emotion': 'sadness', 'Score': '41.2%'}]",disgust,"['anybody', 'court']",court,True
audio34.wav,207.318,208.499,SPEAKER_01,We really feel that.,0.4504869,-0.12,-0.27,-0.08,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '28.9%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '0.2%'}, {'Emotion': 'sadness', 'Score': '70.6%'}]",sadness,[],[],False
audio35.wav,208.499,211.281,SPEAKER_01,"We have a professor at Notre Dame, highly respected by all.",0.43070728,0.5,-0.09,0.11,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '67.7%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '0.3%'}, {'Emotion': 'sadness', 'Score': '31.6%'}]",disgust,"['professor', 'notre', 'dame']",professor,False
audio36.wav,211.281,214.223,SPEAKER_01,Said she's the single greatest student he's ever had.,0.45201206,0.34,-0.07,0.11,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '91.3%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '0.3%'}, {'Emotion': 'sadness', 'Score': '8.1%'}]",disgust,"['single', 'greatest', 'student']",greatest,False
audio37.wav,214.223,216.625,SPEAKER_01,He's been a professor for a long time at a great school.,0.4879559,0.51,-0.11,0.04,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '2.5%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '0.0%'}, {'Emotion': 'sadness', 'Score': '97.3%'}]",sadness,"['professor', 'long', 'time', 'great', 'school']",great,False
audio38.wav,217.731,225.655,SPEAKER_01," And we just, we won the election, and therefore we have the right to choose her, and very few people knowingly would say otherwise.",0.55348885,0.07,-0.11,0.07,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '75.9%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '0.3%'}, {'Emotion': 'sadness', 'Score': '23.6%'}]",disgust,"['election', 'right', 'people']",election,False
audio39.wav,225.655,228.777,SPEAKER_01,"And by the way, the Democrats, they wouldn't even think about not doing it.",0.49612433,-0.4,0.05,0.13,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '28.0%'}, {'Emotion': 'fear', 'Score': '3.3%'}, {'Emotion': 'happiness', 'Score': '0.7%'}, {'Emotion': 'sadness', 'Score': '67.8%'}]",sadness,"['way', 'democrats']",democrats,False
audio40.wav,228.777,231.599,SPEAKER_01,"If they had, the only difference is they're trying to do it faster.",0.53210276,-0.18,0.16,0.31,"[{'Emotion': 'anger', 'Score': '1.1%'}, {'Emotion': 'disgust', 'Score': '48.4%'}, {'Emotion': 'fear', 'Score': '9.7%'}, {'Emotion': 'happiness', 'Score': '27.8%'}, {'Emotion': 'sadness', 'Score': '13.0%'}]",fear,['difference'],difference,False
audio41.wav,231.599,233.62,SPEAKER_01,There's no way they would give it up.,0.500921,-0.42,-0.15,0.02,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '53.2%'}, {'Emotion': 'fear', 'Score': '0.4%'}, {'Emotion': 'happiness', 'Score': '0.5%'}, {'Emotion': 'sadness', 'Score': '45.9%'}]",disgust,['way'],way,False
audio42.wav,233.62,239.423,SPEAKER_01,"They had Merritt Garland, but the problem is they didn't have the election, so they were stopped.",0.48808217,-0.26,-0.04,0.09,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '93.2%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '0.3%'}, {'Emotion': 'sadness', 'Score': '6.4%'}]",disgust,"['merritt', 'garland', 'problem', 'election']",problem,False
audio43.wav,239.423,243.785,SPEAKER_01,"And probably that would happen in reverse also, definitely would happen in reverse.",0.53636634,0.13,-0.19,-0.04,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '10.7%'}, {'Emotion': 'fear', 'Score': '1.1%'}, {'Emotion': 'happiness', 'Score': '0.1%'}, {'Emotion': 'sadness', 'Score': '88.0%'}]",sadness,"['reverse', 'reverse']",reverse,False
audio44.wav,243.785,246.087,SPEAKER_01,"So we won the election, and we have the right to do it, Chris.",0.6041668,0.24,-0.02,0.12,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '6.5%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '0.1%'}, {'Emotion': 'sadness', 'Score': '93.2%'}]",sadness,"['election', 'right']",election,True
audio45.wav,247.09,249.231,SPEAKER_00," President Trump, thank you.",0.77167815,0.37,0.33,0.37,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '92.5%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '6.7%'}, {'Emotion': 'sadness', 'Score': '0.5%'}]",disgust,[],[],True
audio46.wav,249.231,251.373,SPEAKER_00,"Same question to you, Vice President Biden.",0.5352048,0.19,0.2,0.34,"[{'Emotion': 'anger', 'Score': '93.3%'}, {'Emotion': 'disgust', 'Score': '0.1%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '6.2%'}, {'Emotion': 'sadness', 'Score': '0.3%'}]",anger,['question'],question,False
audio47.wav,251.373,253.074,SPEAKER_00,You have two minutes.,0.43778574,0.03,0.14,0.34,"[{'Emotion': 'anger', 'Score': '81.1%'}, {'Emotion': 'disgust', 'Score': '0.9%'}, {'Emotion': 'fear', 'Score': '0.6%'}, {'Emotion': 'happiness', 'Score': '14.3%'}, {'Emotion': 'sadness', 'Score': '3.1%'}]",anger,"['two', 'minutes']",two,False
audio48.wav,253.074,258.357,SPEAKER_02,"Well, first of all, thank you for doing this and looking forward to this, Mr. President.",0.5519655,0.12,-0.36,-0.16,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '10.9%'}, {'Emotion': 'fear', 'Score': '2.2%'}, {'Emotion': 'happiness', 'Score': '0.1%'}, {'Emotion': 'sadness', 'Score': '86.8%'}]",sadness,[],[],False
audio49.wav,258.357,260.698,SPEAKER_02,"Thank you, Jim.",0.7118995,-0.08,-0.01,0.09,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '90.9%'}, {'Emotion': 'fear', 'Score': '1.5%'}, {'Emotion': 'happiness', 'Score': '4.9%'}, {'Emotion': 'sadness', 'Score': '2.6%'}]",disgust,[],[],True
audio50.wav,260.698,265.201,SPEAKER_02,The American people have a right to have a say in who the Supreme Court nominee is.,0.567212,-0.02,-0.08,0.14,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '86.8%'}, {'Emotion': 'fear', 'Score': '0.6%'}, {'Emotion': 'happiness', 'Score': '0.3%'}, {'Emotion': 'sadness', 'Score': '12.3%'}]",disgust,"['american', 'people', 'right', 'say', 'supreme', 'court', 'nominee']",people,True
audio51.wav,265.201,271.885,SPEAKER_02,And that say occurs when they vote for United States senators and when they vote for the president of the United States.,0.53654706,-0.07,-0.05,0.11,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '57.6%'}, {'Emotion': 'fear', 'Score': '0.6%'}, {'Emotion': 'happiness', 'Score': '0.3%'}, {'Emotion': 'sadness', 'Score': '41.5%'}]",disgust,"['united', 'states', 'senators', 'president', 'united', 'states']",senators,False
audio52.wav,273.387,277.088,SPEAKER_02, They're not going to get that chance now because we're in the middle of an election already.,0.5490081,-0.27,0.12,0.26,"[{'Emotion': 'anger', 'Score': '0.3%'}, {'Emotion': 'disgust', 'Score': '72.1%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '25.0%'}, {'Emotion': 'sadness', 'Score': '2.4%'}]",disgust,"['chance', 'middle', 'election']",election,False
audio53.wav,277.088,280.088,SPEAKER_02,The election has already started.,0.46222323,-0.22,-0.08,0.1,"[{'Emotion': 'anger', 'Score': '0.2%'}, {'Emotion': 'disgust', 'Score': '24.1%'}, {'Emotion': 'fear', 'Score': '1.6%'}, {'Emotion': 'happiness', 'Score': '1.0%'}, {'Emotion': 'sadness', 'Score': '73.1%'}]",sadness,['election'],election,False
audio54.wav,280.088,282.789,SPEAKER_02,Tens of thousands of people have already voted.,0.5391803,-0.39,0.03,0.21,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '94.1%'}, {'Emotion': 'fear', 'Score': '0.2%'}, {'Emotion': 'happiness', 'Score': '2.5%'}, {'Emotion': 'sadness', 'Score': '3.1%'}]",disgust,"['tens', 'thousands', 'people']",tens,False
audio55.wav,282.789,285.81,SPEAKER_02,And so the thing that should happen is we should wait.,0.6282477,-0.25,-0.1,0.04,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '53.6%'}, {'Emotion': 'fear', 'Score': '1.4%'}, {'Emotion': 'happiness', 'Score': '0.9%'}, {'Emotion': 'sadness', 'Score': '44.0%'}]",disgust,['thing'],thing,True
audio56.wav,285.81,296.272,SPEAKER_02,"We should wait and see what the outcome of this election is, because that's the only way the American people get to express their view is by who they elect as president and who they elect as vice president.",0.63828665,0.08,0.08,0.22,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '92.4%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '0.7%'}, {'Emotion': 'sadness', 'Score': '6.6%'}]",disgust,"['outcome', 'election', 'way', 'american', 'people', 'view', 'president', 'vice', 'president']",election,True
audio57.wav,296.272,301.693,SPEAKER_02,"Now, what's at stake here is the president has made it clear he wants to get rid of the Affordable Care Act.",0.6485458,-0.17,-0.03,0.14,"[{'Emotion': 'anger', 'Score': '0.1%'}, {'Emotion': 'disgust', 'Score': '77.2%'}, {'Emotion': 'fear', 'Score': '0.7%'}, {'Emotion': 'happiness', 'Score': '0.9%'}, {'Emotion': 'sadness', 'Score': '21.1%'}]",disgust,"['stake', 'president', 'affordable', 'care', 'act']",stake,True
audio58.wav,302.421,305.986,SPEAKER_02," He's been running on that, he ran on that, and he's been governing on that.",0.5401428,0.09,-0.03,0.09,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '93.2%'}, {'Emotion': 'fear', 'Score': '0.1%'}, {'Emotion': 'happiness', 'Score': '0.4%'}, {'Emotion': 'sadness', 'Score': '6.2%'}]",disgust,[],[],False
audio59.wav,306.82,321.866,SPEAKER_02," He's in the Supreme Court right now trying to get rid of the Affordable Care Act, which will strip 20 million people from having insurance, health insurance now if it goes into court.",0.84871477,-0.08,-0.11,0.03,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '81.3%'}, {'Emotion': 'fear', 'Score': '0.5%'}, {'Emotion': 'happiness', 'Score': '0.2%'}, {'Emotion': 'sadness', 'Score': '17.9%'}]",disgust,"['supreme', 'court', 'affordable', 'care', 'act', '20', 'million', 'people', 'insurance', 'health', 'insurance', 'court']",health,True
audio60.wav,321.866,325.768,SPEAKER_02,"And the justice, and I have nothing, I'm not opposed to the justice.",0.5907834,-0.43,0.14,0.25,"[{'Emotion': 'anger', 'Score': '0.0%'}, {'Emotion': 'disgust', 'Score': '92.1%'}, {'Emotion': 'fear', 'Score': '0.3%'}, {'Emotion': 'happiness', 'Score': '0.3%'}, {'Emotion': 'sadness', 'Score': '7.3%'}]",disgust,"['nothing', 'justice']",justice,True
